id	name	logFC
ENSG00000139990.16	DCAF5	0.188857749820477
ENSG00000139998.13	RAB15	0.533523508382243
ENSG00000140006.10	WDR89	0.1682270092591
ENSG00000140022.8	STON2	0.412134948756635
ENSG00000140025.14	EFCAB11	0.236343164223488
ENSG00000140093.8	SERPINA10	0.967740595609272
ENSG00000140104.12	C14orf79	0.258043476094089
ENSG00000140153.16	WDR20	0.209617792801908
ENSG00000140280.12	LYSMD2	0.224888501746376
ENSG00000140367.10	UBE2Q2	0.414621961663104
ENSG00000140398.12	NEIL1	0.363058174268198
ENSG00000140479.15	PCSK6	-0.389453208851147
ENSG00000140829.10	DHX38	0.150634104777705
ENSG00000140830.7	TXNL4B	0.286993372387801
ENSG00000141026.5	MED9	0.181323727412208
ENSG00000141030.11	COPS3	0.216781257574779
ENSG00000141034.8	GID4	0.260270580376641
ENSG00000141040.13	ZNF287	0.385106976817684
ENSG00000141127.13	PRPSAP2	0.368100870397759
ENSG00000141258.11	SGSM2	0.373565144558682
ENSG00000141391.12	SLMO1	0.472992864624649
ENSG00000141456.13	PELP1	0.21358935100215
ENSG00000141458.11	NPC1	0.262266353909992
ENSG00000141504.10	SAT2	0.284866733582168
ENSG00000141556.19	TBCD	-0.364843012541851
ENSG00000141985.8	SH3GL1	-0.135511893057697
ENSG00000142208.14	AKT1	0.212678738788881
ENSG00000142619.4	PADI3	0.957785989020629
ENSG00000143079.13	CTTNBP2NL	-0.107167123212114
ENSG00000143127.11	ITGA10	0.0780282855151233
ENSG00000143198.11	MGST3	0.232109991199265
ENSG00000143297.17	FCRL5	-0.894577630416399
ENSG00000143398.18	PIP5K1A	0.141632312752969
ENSG00000143469.15	SYT14	0.0541659813985316
ENSG00000143498.16	TAF1A	0.162681515271506
ENSG00000143621.15	ILF2	0.181457526134507
ENSG00000143622.9	RIT1	0.198723775698076
ENSG00000143771.10	CNIH4	0.331667605066862
ENSG00000143786.6	CNIH3	0.473450209754082
ENSG00000143847.14	PPFIA4	0.200333472402526
ENSG00000143862.6	ARL8A	0.13122283801658
ENSG00000143933.15	CALM2	0.243043027298626
ENSG00000144040.11	SFXN5	0.311954441481838
ENSG00000144045.12	DQX1	0.37020595200974
ENSG00000144161.11	ZC3H8	0.303242631335681
ENSG00000144218.17	AFF3	-0.857759196077157
ENSG00000144476.5	ACKR3	0.0654881974953296
ENSG00000144847.11	IGSF11	0.252372871291058
ENSG00000144935.13	TRPC1	0.480283368903884
ENSG00000145216.14	FIP1L1	0.159744437799146
ENSG00000145247.10	OCIAD2	0.109746034079564
ENSG00000145337.4	PYURF	0.293241674287069
ENSG00000145348.15	TBCK	0.30505627005739
ENSG00000145349.15	CAMK2D	0.293179618356807
ENSG00000145642.10	FAM159B	0.44850219199061
ENSG00000145832.11	SLC25A48	0.322906070934065
ENSG00000145839.1	IL9	0.545490574292069
ENSG00000145879.9	SPINK7	-1.66468394273239
ENSG00000145882.9	PCYOX1L	0.267183813290231
ENSG00000145901.13	TNIP1	-0.334208733826737
ENSG00000146021.13	KLHL3	0.37987107058674
ENSG00000146216.10	TTBK1	-0.704209524955241
ENSG00000146232.13	NFKBIE	-0.345361490886397
ENSG00000146276.10	GABRR1	1.22527909733808
ENSG00000146373.15	RNF217	0.31766248298811
ENSG00000146416.15	AIG1	0.540659880238553
ENSG00000146729.8	GBAS	0.724167071449834
ENSG00000146826.13	C7orf43	0.182213789181259
ENSG00000146830.9	GIGYF1	0.225216520564412
ENSG00000146904.7	EPHA1	-0.255528916328175
ENSG00000147316.11	MCPH1	-0.42969834655939
ENSG00000147364.15	FBXO25	-0.353207347378358
ENSG00000147416.9	ATP6V1B2	-0.335740755236884
ENSG00000147419.15	CCDC25	-0.397909617169319
ENSG00000147439.10	BIN3	-0.359980507695705
ENSG00000147457.12	CHMP7	-0.36099500603388
ENSG00000147576.14	ADHFE1	0.615056696436586
ENSG00000147606.7	SLC26A7	0.739489020887988
ENSG00000147687.15	TATDN1	0.206923235660575
ENSG00000147789.14	ZNF7	0.287073401957115
ENSG00000147996.15	CBWD5	0.339856671180759
ENSG00000148339.11	SLC25A25	-0.159627514190609
ENSG00000148450.11	MSRB2	0.275255111043438
ENSG00000148584.13	A1CF	0.600241501745657
ENSG00000148690.11	FRA10AC1	0.205839446695878
ENSG00000148704.11	VAX1	1.15908269933402
ENSG00000148834.11	GSTO1	0.271309982840376
ENSG00000148942.13	SLC5A12	1.10595001714451
ENSG00000149635.2	OCSTAMP	1.05974499413398
ENSG00000149716.11	ORAOV1	0.961958638212517
ENSG00000150527.15	CTAGE5	0.224316641840056
ENSG00000150722.9	PPP1R1C	0.451172327114564
ENSG00000150732.8	RP11-134C1.1	2.19242710718097
ENSG00000150753.10	CCT5	0.237701827039923
ENSG00000151006.7	PRSS53	0.616143618812597
ENSG00000151327.11	FAM177A1	0.239634679723656
ENSG00000151332.17	MBIP	0.360763801632582
ENSG00000151364.14	KCTD14	-1.03372171472954
ENSG00000151445.14	VIPAS39	0.108954003545708
ENSG00000151552.10	QDPR	-0.401421695897803
ENSG00000151632.15	AKR1C2	0.434663758186201
ENSG00000151665.11	PIGF	0.258512671452807
ENSG00000151917.16	BEND6	0.377765510431255
ENSG00000152147.9	GEMIN6	0.128989616636604
ENSG00000152430.16	BOLL	0.121505629145116
ENSG00000152439.11	ZNF773	0.262919878978885
ENSG00000152527.12	PLEKHH2	0.530857992098934
ENSG00000152766.5	ANKRD22	-0.401129917815026
ENSG00000152904.10	GGPS1	0.0938556779313293
ENSG00000152952.10	PLOD2	0.357639471086198
ENSG00000153130.16	SCOC	0.375724792435036
ENSG00000153310.17	FAM49B	0.193485564926093
ENSG00000153485.5	TMEM251	0.499815123218446
ENSG00000153774.7	CFDP1	0.267703059266028
ENSG00000153789.11	FAM92B	-1.01468788789725
ENSG00000154001.12	PPP2R5E	0.155365009207726
ENSG00000154027.17	AK5	0.220828747679898
ENSG00000154118.11	JPH3	-0.128087066522376
ENSG00000154217.13	PITPNC1	-0.322279376453614
ENSG00000154229.10	PRKCA	0.309022295736786
ENSG00000154240.15	CEP112	0.206190109050371
ENSG00000154380.15	ENAH	0.255879615005126
ENSG00000154511.10	FAM69A	0.316228123594468
ENSG00000154646.7	TMPRSS15	2.73980345922534
ENSG00000154655.13	L3MBTL4	-0.892437957196263
ENSG00000154803.11	FLCN	0.261352894162959
ENSG00000154914.15	USP43	0.23278049374921
ENSG00000154957.12	ZNF18	0.330531396770378
ENSG00000155189.10	AGPAT5	-0.282050437323041
ENSG00000155252.13	PI4K2A	0.229073424177873
ENSG00000155324.8	GRAMD3	-0.425322175458906
ENSG00000155330.8	C16orf87	0.20476603709667
ENSG00000155755.17	TMEM237	0.229769852044754
ENSG00000155886.10	SLC24A2	0.548735328351317
ENSG00000155975.8	VPS37A	-0.238011371570652
ENSG00000156097.11	GPR61	0.465881422740104
ENSG00000156234.7	CXCL13	-0.793380427506871
ENSG00000156299.11	TIAM1	-0.377762296135941
ENSG00000156395.11	SORCS3	-0.870132932829189
ENSG00000156413.12	FUT6	-0.856818471840247
ENSG00000156453.12	PCDH1	-0.409032332534343
ENSG00000156502.12	SUPV3L1	0.196749423647539
ENSG00000156675.14	RAB11FIP1	-0.481539752568581
ENSG00000156738.16	MS4A1	-0.382928924227525
ENSG00000156755.10	IGKV1OR-2	-1.39861840787779
ENSG00000157326.17	DHRS4	0.263642669809265
ENSG00000157426.12	AASDH	0.227634810127494
ENSG00000157502.11	MUM1L1	0.223552057615966
ENSG00000157734.12	SNX22	-0.396479281129412
ENSG00000158023.8	WDR66	0.405743459163938
ENSG00000158079.13	PTPDC1	0.282693755701043
ENSG00000158373.8	HIST1H2BD	0.326306914467255
ENSG00000158406.3	HIST1H4H	0.485823326363054
ENSG00000158793.12	NIT1	0.185246953512264
ENSG00000158796.15	DEDD	0.0569462326602954
ENSG00000158850.13	B4GALT3	0.159003930105424
ENSG00000158863.20	FAM160B2	-0.223507407192355
ENSG00000158941.15	CCAR2	-0.340466322136838
ENSG00000159588.13	CCDC17	-0.256021510001851
ENSG00000159753.12	RLTPR	-0.70274517942145
ENSG00000159921.13	GNE	-0.626407280436657
ENSG00000160207.7	HSF2BP	0.398488155422177
ENSG00000160224.15	AIRE	-3.26833909205536
ENSG00000160336.13	ZNF761	0.372780963474369
ENSG00000160349.8	LCN1	-1.09700205144381
ENSG00000160352.14	ZNF714	0.264225710607382
ENSG00000160410.13	SHKBP1	-0.148774037750774
ENSG00000160688.17	FLAD1	0.119373516373555
ENSG00000160714.8	UBE2Q1	0.136578413720577
ENSG00000160767.19	FAM189B	0.179233438456722
ENSG00000160781.14	PAQR6	0.838492197419983
ENSG00000160801.12	PTH1R	0.305318123398935
ENSG00000160813.5	PPP1R35	0.250820757318316
ENSG00000160886.12	LY6K	0.221090049349687
ENSG00000160888.6	IER2	-0.384829200757542
ENSG00000160917.13	CPSF4	0.211888164645925
ENSG00000161031.11	PGLYRP2	0.76914141519206
ENSG00000161057.9	PSMC2	0.211054289769448
ENSG00000161920.8	MED11	0.167174111448535
ENSG00000161956.11	SENP3	0.253421127717737
ENSG00000161960.13	EIF4A1	0.184003940840935
ENSG00000162040.6	HS3ST6	-0.0144813834610275
ENSG00000162105.15	SHANK2	0.577736242790084
ENSG00000162341.14	TPCN2	0.883633855608903
ENSG00000162344.3	FGF19	0.806818574874899
ENSG00000162377.5	COA7	0.134245662916339
ENSG00000162390.16	ACOT11	-0.307611484741386
ENSG00000162441.10	LZIC	0.128861342727907
ENSG00000162616.8	DNAJB4	0.276750418045321
ENSG00000162620.14	LRRIQ3	0.563810326800212
ENSG00000162642.12	C1orf52	0.27388062204026
ENSG00000162692.9	VCAM1	-1.39779837598278
ENSG00000162769.11	FLVCR1	0.283135431515142
ENSG00000162814.9	SPATA17	0.141048101521279
ENSG00000162825.15	NBPF8	0.2914042559483
ENSG00000162869.14	PPP1R21	0.166001050418088
ENSG00000162910.17	MRPL55	0.183660305487225
ENSG00000162944.9	RFTN2	0.574646736537213
ENSG00000162961.12	DPY30	0.251356400614952
ENSG00000162972.9	C2orf47	0.192203811924195
ENSG00000163082.9	SGPP2	-0.542849681702176
ENSG00000163083.5	INHBB	0.333396137587546
ENSG00000163162.7	RNF149	0.238659576825824
ENSG00000163364.8	LINC01116	0.686600444009422
ENSG00000163382.10	APOA1BP	0.188540902186514
ENSG00000163393.11	SLC22A15	0.550067544163956
ENSG00000163608.13	C3orf17	0.214091379359207
ENSG00000163631.15	ALB	1.08227247492338
ENSG00000163633.9	C4orf36	0.274880347381873
ENSG00000163689.17	C3orf67	0.429300713286048
ENSG00000163694.13	RBM47	-0.342067820471684
ENSG00000163702.17	IL17RC	-0.251603008155971
ENSG00000163710.6	PCOLCE2	0.324376403989376
ENSG00000163719.17	MTMR14	-0.21124782889015
ENSG00000163738.17	MTHFD2L	0.56511946522904
ENSG00000163794.6	UCN	0.517355818583203
ENSG00000163798.12	SLC4A1AP	0.110825387386893
ENSG00000163803.11	PLB1	0.376252634093857
ENSG00000163810.10	TGM4	0.443910481480346
ENSG00000163817.14	SLC6A20	0.0043178970487765
ENSG00000163902.10	RPN1	0.196365893862411
ENSG00000163945.14	UVSSA	-0.272193038250634
ENSG00000163947.10	ARHGEF3	-0.23280266173635
ENSG00000164040.15	PGRMC2	0.149265302772461
ENSG00000164066.11	INTU	0.208324029792563
ENSG00000164073.8	MFSD8	0.258574691165544
ENSG00000164076.15	CAMKV	-1.15310573859177
ENSG00000164111.13	ANXA5	0.200659823689299
ENSG00000164112.11	TMEM155	-1.4178457674149
ENSG00000164366.3	CCDC127	0.274243125050611
ENSG00000164483.15	SAMD3	-0.912021627419287
ENSG00000164509.12	IL31RA	0.691353209408372
ENSG00000164651.15	SP8	0.637477179917779
ENSG00000164713.8	BRI3	0.233102977371779
ENSG00000164929.15	BAALC	1.2790625920803
ENSG00000164930.10	FZD6	0.380940648395556
ENSG00000164983.7	TMEM65	0.346015683210422
ENSG00000165030.3	NFIL3	0.251106490840372
ENSG00000165389.6	SPTSSA	0.469904665046327
ENSG00000165417.10	GTF2A1	0.171130370287889
ENSG00000165533.17	TTC8	0.348646829066613
ENSG00000165553.4	NGB	2.27517095152884
ENSG00000165704.13	HPRT1	0.256004392649504
ENSG00000165782.9	TMEM55B	0.200976484896201
ENSG00000165792.16	METTL17	0.301430370978631
ENSG00000165861.12	ZFYVE1	0.26408336556411
ENSG00000165868.11	HSPA12A	0.747664464109758
ENSG00000165887.10	ANKRD2	0.0367291280909379
ENSG00000165895.16	ARHGAP42	-0.445485902152282
ENSG00000165898.12	ISCA2	0.231132454843325
ENSG00000165914.13	TTC7B	0.690126038913642
ENSG00000165934.11	CPSF2	0.181427295043376
ENSG00000165943.4	MOAP1	0.345949874510075
ENSG00000166025.16	AMOTL1	-0.336449956449745
ENSG00000166170.9	BAG5	0.190851108048218
ENSG00000166188.2	ZNF319	0.195474349965663
ENSG00000166387.10	PPFIBP2	-0.451313397226469
ENSG00000166401.12	SERPINB8	-0.183223106614407
ENSG00000166426.7	CRABP1	-1.22043518763896
ENSG00000166503.7	HDGFRP3	0.276726820142048
ENSG00000166529.13	ZSCAN21	0.226089904581457
ENSG00000166596.13	CFAP52	0.215722137610727
ENSG00000166689.13	PLEKHA7	-0.229623698375917
ENSG00000166704.10	ZNF606	0.355036840056462
ENSG00000166736.10	HTR3A	-0.639675980190929
ENSG00000166813.13	KIF7	0.536658281354657
ENSG00000166819.10	PLIN1	0.482819647456649
ENSG00000166822.11	TMEM170A	0.27488434145693
ENSG00000166896.6	XRCC6BP1	0.354074686227419
ENSG00000166922.7	SCG5	0.53584011573806
ENSG00000166930.5	MS4A5	0.360331642791776
ENSG00000167011.7	NAT16	0.295610544545824
ENSG00000167193.7	CRK	0.138149871587143
ENSG00000167264.16	DUS2	0.220169903830346
ENSG00000167323.8	STIM1	-0.200293049482437
ENSG00000167332.7	OR51E2	-0.42592672637202
ENSG00000167397.13	VKORC1	0.282046142754525
ENSG00000167524.13	SGK494	0.178422079632178
ENSG00000167549.17	CORO6	-0.0685573843339586
ENSG00000167614.12	TTYH1	0.693822154538584
ENSG00000167617.2	CDC42EP5	-0.244127019268405
ENSG00000167695.13	FAM57A	0.193767387432838
ENSG00000167699.12	GLOD4	0.237860482742649
ENSG00000167702.10	KIFC2	0.454700438604864
ENSG00000167720.11	SRR	0.227858793207618
ENSG00000167721.9	TSR1	0.155363219359257
ENSG00000167842.14	MIS12	0.278085800282323
ENSG00000167858.11	TEKT1	-0.914976176408349
ENSG00000168040.4	FADD	0.911213740672849
ENSG00000168081.7	PNOC	-0.751941866898201
ENSG00000168090.8	COPS6	0.152979274270521
ENSG00000168116.12	KIAA1586	0.222906359306064
ENSG00000168124.2	OR1F1	0.574563173594333
ENSG00000168140.4	VASN	-0.382559792584357
ENSG00000168216.9	LMBRD1	-0.174061804132026
ENSG00000168275.13	COA6	0.17419830539805
ENSG00000168389.16	MFSD2A	0.328683587038053
ENSG00000168495.11	POLR3D	-0.297859470928627
ENSG00000168610.13	STAT3	-0.333843078614412
ENSG00000168785.6	TSPAN5	0.322743658416407
ENSG00000168918.12	INPP5D	-0.57793224460042
ENSG00000168994.12	PXDC1	0.293762906148814
ENSG00000169087.9	HSPBAP1	0.278809089236892
ENSG00000169218.12	RSPO1	-0.566531155081522
ENSG00000169230.8	PRELID1	-0.163067781576696
ENSG00000169242.10	EFNA1	0.257587974776376
ENSG00000169325.10	GUSBP12	1.98731696282815
ENSG00000169398.18	PTK2	0.269208664212627
ENSG00000169410.8	PTPN9	0.166486149753949
ENSG00000169550.11	MUC15	-0.934344494635824
ENSG00000169583.12	CLIC3	-0.777400861753656
ENSG00000169609.12	C15orf40	0.215172691513949
ENSG00000169740.12	ZNF32	0.341238721154121
ENSG00000169752.15	NRG4	0.833867123371102
ENSG00000169855.18	ROBO1	-0.755861975384746
ENSG00000169962.4	TAS1R3	-0.786658382142668
ENSG00000170037.12	CNTROB	0.247670709038306
ENSG00000170043.10	TRAPPC1	0.15497904452659
ENSG00000170091.9	HMP19	-1.38344230522049
ENSG00000170128.3	GPR25	-1.49877447980728
ENSG00000170242.16	USP47	-0.179051010508202
ENSG00000170270.4	C14orf142	0.516450349209828
ENSG00000170291.13	ELP5	0.233193818148298
ENSG00000170310.13	STX8	0.284654697614022
ENSG00000170348.7	TMED10	0.180169239110939
ENSG00000170370.11	EMX2	0.400158628337842
ENSG00000170423.11	KRT78	-1.81798310769223
ENSG00000170476.14	MZB1	-0.770010126522887
ENSG00000170477.11	KRT4	-0.996410987775327
ENSG00000170484.8	KRT74	0.708367655218241
ENSG00000170634.11	ACYP2	0.144989559122925
ENSG00000170779.10	CDCA4	0.398013463043082
ENSG00000170871.10	KIAA0232	-0.278988024235757
ENSG00000170873.17	MTSS1	0.345323857141335
ENSG00000170917.12	NUDT6	0.335523945736455
ENSG00000170921.13	TANC2	0.260328956799668
ENSG00000171044.9	XKR6	-0.603398794684517
ENSG00000171160.16	MORN4	0.484647356760065
ENSG00000171202.5	TMEM126A	-0.234080388063982
ENSG00000171208.8	NETO2	0.263300263171596
ENSG00000171223.5	JUNB	-0.403671425169852
ENSG00000171224.8	C10orf35	0.320752478397121
ENSG00000171246.5	NPTX1	1.54078374449707
ENSG00000171307.17	ZDHHC16	0.139612664585766
ENSG00000171450.5	CDK5R2	-0.489228124779892
ENSG00000171502.13	COL24A1	0.177482316690077
ENSG00000171551.10	ECEL1	-1.48355039744698
ENSG00000171786.5	NHLH1	0.809135695230793
ENSG00000171861.9	RNMTL1	0.280209535474513
ENSG00000171956.6	FOXB1	-0.346867310873878
ENSG00000172116.20	CD8B	-0.943989797297764
ENSG00000172172.6	MRPL13	0.316864139387714
ENSG00000172215.5	CXCR6	-0.865668318989115
ENSG00000172262.10	ZNF131	0.26048385891132
ENSG00000172264.15	MACROD2	-1.43567427232206
ENSG00000172382.8	PRSS27	-1.17081650160937
ENSG00000172456.15	FGGY	0.282166229094892
ENSG00000172465.12	TCEAL1	0.176950569684901
ENSG00000172468.12	HSFY1	Inf
ENSG00000172478.16	C2orf54	-0.817015379657839
ENSG00000172497.7	ACOT12	3.81797676486175
ENSG00000172575.10	RASGRP1	-0.665903185005621
ENSG00000172602.8	RND1	-0.766243493852309
ENSG00000172673.9	THEMIS	-0.983082282632312
ENSG00000172728.14	FUT10	-0.44338541336485
ENSG00000172752.13	COL6A5	-1.05860564517881
ENSG00000172775.15	FAM192A	0.125754826853139
ENSG00000172817.3	CYP7B1	-0.675712752659622
ENSG00000172840.5	PDP2	0.229138533808795
ENSG00000172936.11	MYD88	-0.212011999342497
ENSG00000172938.3	MRGPRD	0.417263153707613
ENSG00000172954.12	LCLAT1	0.220025649805669
ENSG00000173041.10	ZNF680	0.265871340633195
ENSG00000173077.13	DEC1	1.68771037170581
ENSG00000173137.10	ADCK5	0.289919693504344
ENSG00000173239.12	LIPM	-0.517745289627199
ENSG00000173253.13	DMRT2	0.0869142104952131
ENSG00000173540.11	GMPPB	-0.1724972977088
ENSG00000173578.7	XCR1	-1.02721257170878
ENSG00000173597.7	SULT1B1	-0.802733101061362
ENSG00000173614.12	NMNAT1	0.187957411927156
ENSG00000173762.6	CD7	-0.614555855811747
ENSG00000173818.15	ENDOV	0.323099874669444
ENSG00000173838.10	MARCH10	0.47628959122224
ENSG00000174015.8	SPERT	0.755373294291885
ENSG00000174173.6	TRMT10C	0.280096269221799
ENSG00000174175.15	SELP	-0.661455441539028
ENSG00000174292.11	TNK1	0.434780311322069
ENSG00000174365.18	SNHG11	0.241632648206896
ENSG00000174456.12	C12orf76	0.216808382410475
ENSG00000174912.7	METTL15P1	-0.26241300155969
ENSG00000174915.10	PTDSS2	-0.26434795214342
ENSG00000174977.8	AC026271.5	0.202979047902716
ENSG00000175061.16	LRRC75A-AS1	0.0832485974370778
ENSG00000175097.6	RAG2	0.709253168041023
ENSG00000175143.3	OR2T1	Inf
ENSG00000175318.10	GRAMD2	0.331745632774729
ENSG00000175390.11	EIF3F	-0.199262265976929
ENSG00000175449.12	RFESD	0.218638190468049
ENSG00000175772.10	LINC01106	0.315851487382216
ENSG00000175806.13	MSRA	-0.496697362228888
ENSG00000175826.10	CTDNEP1	0.137987894344887
ENSG00000175854.10	SWI5	0.280990812897083
ENSG00000175874.8	CREG2	0.847011484832888
ENSG00000176198.2	OR11H4	0.63456799856217
ENSG00000176219.2	OR11H6	1.13278914474207
ENSG00000176222.8	ZNF404	0.674662870983401
ENSG00000176386.7	CDC26	0.16633370819864
ENSG00000176402.5	GJC3	0.0300757348776504
ENSG00000176406.19	RIMS2	0.654206527321348
ENSG00000176473.12	WDR25	0.211126154915829
ENSG00000176531.9	PHLDB3	-0.321804242472676
ENSG00000176732.6	PFN4	0.369856574229215
ENSG00000176826.14	FKBP9P1	1.51097661261546
ENSG00000176871.7	WSB2	0.0923098372076243
ENSG00000176882.5	RP11-432M24.4	1.23580511937523
ENSG00000176903.4	PNMA1	0.375324903065902
ENSG00000176927.13	EFCAB5	0.345828454084299
ENSG00000177025.3	C19orf18	0.718605059002309
ENSG00000177030.15	DEAF1	-0.284832141165175
ENSG00000177042.13	TMEM80	-0.384523074586591
ENSG00000177105.9	RHOG	-0.237335296478598
ENSG00000177106.13	EPS8L2	-0.31360148997967
ENSG00000177156.9	TALDO1	-0.226220440572452
ENSG00000177272.8	KCNA3	-1.0473945238344
ENSG00000177294.6	FBXO39	0.575341981366042
ENSG00000177301.12	KCNA2	-1.69744316037158
ENSG00000177337.6	DLGAP1-AS1	0.322171267153853
ENSG00000177425.9	PAWR	0.164037214452255
ENSG00000177426.19	TGIF1	0.254568118199348
ENSG00000177542.9	SLC25A22	-0.430676473298067
ENSG00000177627.8	C12orf54	0.414708508308252
ENSG00000177666.14	PNPLA2	-0.283726104739599
ENSG00000177731.14	FLII	0.202253906185572
ENSG00000177830.16	CHID1	-0.183519177379027
ENSG00000177868.10	CCDC23	0.15778248030369
ENSG00000177888.7	ZBTB41	0.196022666718459
ENSG00000177951.16	BET1L	-0.163708835641466
ENSG00000178175.10	ZNF366	-0.512396582019437
ENSG00000178229.7	ZNF543	0.205793817389826
ENSG00000178297.11	TMPRSS9	0.60203908684695
ENSG00000178498.14	DTX3	0.369914761475446
ENSG00000178665.13	ZNF713	0.51003020334719
ENSG00000178719.15	GRINA	0.239320429827997
ENSG00000178950.15	GAK	-0.217083577711733
ENSG00000178951.7	ZBTB7A	-0.214649072273086
ENSG00000178999.11	AURKB	0.252712646462974
ENSG00000179023.8	KLHDC7A	-1.56952672973185
ENSG00000179029.13	TMEM107	0.269345482405653
ENSG00000179119.13	SPTY2D1	-0.178777271625731
ENSG00000179213.12	SIGLECL1	0.876028139397288
ENSG00000179364.12	PACS2	0.239183939665919
ENSG00000179397.16	C1orf101	0.490670323752208
ENSG00000179526.15	SHARPIN	0.219926823471884
ENSG00000179528.14	LBX2	0.431111687869898
ENSG00000179546.4	HTR1D	0.830712519584092
ENSG00000179632.8	MAF1	0.208656459532032
ENSG00000179799.8	OR7E22P	-1.06023247267884
ENSG00000180008.8	SOCS4	0.144169844688275
ENSG00000180138.7	CSNK1A1L	-0.77737855905242
ENSG00000180155.17	LYNX1	-1.21724637037724
ENSG00000180189.10	HMGB1P14	0.375870072154762
ENSG00000180448.9	HMHA1	-0.383990357859675
ENSG00000180532.9	ZSCAN4	0.742389910989343
ENSG00000180535.3	BHLHA15	0.0974531005971958
ENSG00000180592.15	SKIDA1	0.600174272675383
ENSG00000180626.9	ZNF594	0.375715859388097
ENSG00000180834.6	MAP6D1	0.205673341653804
ENSG00000181019.11	NQO1	0.447679665948456
ENSG00000181135.14	ZNF707	0.209403525492962
ENSG00000181143.14	MUC16	-0.521126064038711
ENSG00000181195.9	PENK	-1.90036069050095
ENSG00000181215.11	C4orf50	-1.18393056643555
ENSG00000181408.3	UTS2R	-0.393639661006391
ENSG00000181617.5	FDCSP	-1.16110964820918
ENSG00000181619.11	GPR135	0.421671076500973
ENSG00000181625.16	SLX1B	0.933465388387687
ENSG00000181819.14	KCTD9P2	-0.617211766907865
ENSG00000181938.12	GINS3	0.215184086553549
ENSG00000182050.12	MGAT4C	0.0953656051674292
ENSG00000182083.7	OR6B2	0.439793033837046
ENSG00000182107.6	TMEM30B	0.308869096858748
ENSG00000182185.17	RAD51B	0.143495743124044
ENSG00000182307.11	C8orf33	0.13929895624307
ENSG00000182372.6	CLN8	-0.251796765080552
ENSG00000182400.13	TRAPPC6B	0.257541790834914
ENSG00000182512.4	GLRX5	0.309824399517535
ENSG00000182521.5	TBPL2	0.363028161944049
ENSG00000182557.6	SPNS3	-0.44406989821937
ENSG00000182574.8	RP3-341D10.1	0.420444000719823
ENSG00000182601.6	HS3ST4	-2.10926589009397
ENSG00000182704.7	TSKU	-0.0852251638468351
ENSG00000182810.6	DDX28	0.303182386589214
ENSG00000182873.5	RP11-181G12.2	0.361393996371114
ENSG00000182901.14	RGS7	-0.517671479680709
ENSG00000182979.16	MTA1	0.344142228997447
ENSG00000183018.7	SPNS2	-0.558398109451502
ENSG00000183020.12	AP2A2	-0.152937747193957
ENSG00000183036.9	PCP4	0.528922089399113
ENSG00000183153.6	GJD3	-1.04429754278142
ENSG00000183242.10	WT1-AS	1.54972283800517
ENSG00000183309.10	ZNF623	0.293205189604257
ENSG00000183463.5	URAD	-Inf
ENSG00000183648.8	NDUFB1	0.3416915762728
ENSG00000183665.5	TRMT12	0.158572473373885
ENSG00000183729.3	NPBWR1	0.707587152447159
ENSG00000183813.6	CCR4	-0.726397390243647
ENSG00000183862.5	CNGA2	2.76481808384518
ENSG00000183929.7	DUSP5P1	1.30503816579186
ENSG00000183963.17	SMTN	0.244064906330073
ENSG00000184160.7	ADRA2C	0.169054358068393
ENSG00000184206.10	GOLGA6L4	0.891566240644916
ENSG00000184227.6	ACOT1	0.228895400773702
ENSG00000184270.4	HIST2H2AB	0.488917564328588
ENSG00000184281.13	TSSC4	-0.18106815583086
ENSG00000184319.14	RPL23AP82	0.387856737235917
ENSG00000184363.8	PKP3	-0.352580638226498
ENSG00000184434.7	LRRC19	0.21968823575168
ENSG00000184470.18	TXNRD2	0.220590990680022
ENSG00000184486.8	POU3F2	-1.2051153825461
ENSG00000184502.3	GAST	-0.0477823906523382
ENSG00000184517.10	ZFP1	0.217976393216261
ENSG00000184523.3	PTGER4P2	1.04194072532615
ENSG00000184524.5	CEND1	-1.90696274811352
ENSG00000184545.9	DUSP8	-0.135704185612844
ENSG00000184887.12	BTBD6	0.280538342989727
ENSG00000184937.11	WT1	1.4343664127862
ENSG00000184939.14	ZFP90	0.267041373432699
ENSG00000184961.5	AL772307.1	0.930451012077802
ENSG00000184990.11	SIVA1	0.443174968577648
ENSG00000185024.14	BRF1	0.256585616515355
ENSG00000185065.6	AC000068.5	0.284337212196292
ENSG00000185070.9	FLRT2	0.655085701467291
ENSG00000185100.9	ADSSL1	0.670153783631481
ENSG00000185101.11	ANO9	-0.429128613237047
ENSG00000185122.9	HSF1	0.175105501709758
ENSG00000185130.5	HIST1H2BL	0.593905172896805
ENSG00000185158.11	LRRC37B	0.136969793896269
ENSG00000185187.11	SIGIRR	-0.408564942736557
ENSG00000185436.10	IFNLR1	0.525468678718496
ENSG00000185483.10	ROR1	-0.799525539874635
ENSG00000185608.7	MRPL40	0.331300822875312
ENSG00000185631.7	AC017079.3	0.794037323744303
ENSG00000185651.13	UBE2L3	0.119563355796245
ENSG00000185666.13	SYN3	-0.149787085168007
ENSG00000185701.7	OR5M5P	1.58660098326667
ENSG00000185758.7	CLDN24	0.617035028602965
ENSG00000185800.10	DMWD	-0.157008806516144
ENSG00000185842.13	DNAH14	0.269203473484239
ENSG00000185863.7	TMEM210	-1.41186024916883
ENSG00000185896.10	LAMP1	1.21071521432016
